participant_id,secs,eng_qt
03DEQR1O,1647936667,1.0
03DEQR1O,1647936668,1.0
03DEQR1O,1647936669,1.0
03DEQR1O,1647936670,1.0
03DEQR1O,1647936671,0.6666666666666667
03DEQR1O,1647936672,-1.0
03DEQR1O,1647936673,-1.0
03DEQR1O,1647936674,-0.6000000000000001
03DEQR1O,1647936675,1.0
03DEQR1O,1647936676,1.0
03DEQR1O,1647936677,1.0
03DEQR1O,1647936678,1.0
03DEQR1O,1647936679,1.0
03DEQR1O,1647936680,1.0
03DEQR1O,1647936681,1.0
03DEQR1O,1647936682,1.0
03DEQR1O,1647936683,1.0
03DEQR1O,1647936684,1.0
03DEQR1O,1647936685,1.0
03DEQR1O,1647936686,0.3333333333333333
03DEQR1O,1647936687,-0.3333333333333333
03DEQR1O,1647936688,0.0
03DEQR1O,1647936689,-1.0
03DEQR1O,1647936690,-1.0
03DEQR1O,1647936691,-1.0
03DEQR1O,1647936692,-1.0
03DEQR1O,1647936693,-1.0
03DEQR1O,1647936694,-1.0
03DEQR1O,1647936695,-1.0
03DEQR1O,1647936696,-1.0
03DEQR1O,1647936697,-1.0
03DEQR1O,1647936698,-1.0
03DEQR1O,1647936699,-1.0
03DEQR1O,1647936700,-1.0
03DEQR1O,1647936701,-0.6666666666666667
03DEQR1O,1647936702,-1.0
03DEQR1O,1647936703,-0.6666666666666667
03DEQR1O,1647936704,-1.0
03DEQR1O,1647936705,1.0
03DEQR1O,1647936706,1.0
03DEQR1O,1647936707,1.0
03DEQR1O,1647936708,1.0
03DEQR1O,1647936709,1.0
03DEQR1O,1647936710,1.0
03DEQR1O,1647936711,1.0
03DEQR1O,1647936712,1.0
03DEQR1O,1647936713,-0.19999999999999996
03DEQR1O,1647936714,1.0
03DEQR1O,1647936715,1.0
03DEQR1O,1647936716,1.0
03DEQR1O,1647936717,1.0
03DEQR1O,1647936718,1.0
03DEQR1O,1647936719,1.0
03DEQR1O,1647936720,1.0
03DEQR1O,1647936721,1.0
03DEQR1O,1647936722,1.0
03DEQR1O,1647936723,1.0
03DEQR1O,1647936724,1.0
03DEQR1O,1647936725,1.0
03DEQR1O,1647936726,1.0
03DEQR1O,1647936727,1.0
03DEQR1O,1647936728,1.0
03DEQR1O,1647936729,1.0
03DEQR1O,1647936730,1.0
03DEQR1O,1647936731,1.0
03DEQR1O,1647936732,1.0
03DEQR1O,1647936733,1.0
03DEQR1O,1647936734,-0.19999999999999996
03DEQR1O,1647936735,-1.0
03DEQR1O,1647936736,-0.19999999999999996
03DEQR1O,1647936737,1.0
03DEQR1O,1647936738,0.19999999999999996
03DEQR1O,1647936739,-1.0
03DEQR1O,1647936740,0.0
03DEQR1O,1647936741,1.0
03DEQR1O,1647936742,1.0
03DEQR1O,1647936743,0.0
03DEQR1O,1647936744,0.0
03DEQR1O,1647936745,1.0
03DEQR1O,1647936746,1.0
03DEQR1O,1647936747,1.0
03DEQR1O,1647936748,1.0
03DEQR1O,1647936749,1.0
03DEQR1O,1647936750,1.0
03DEQR1O,1647936751,-0.19999999999999996
03DEQR1O,1647936752,-1.0
03DEQR1O,1647936753,0.0
03DEQR1O,1647936754,-1.0
03DEQR1O,1647936755,-1.0
03DEQR1O,1647936756,0.19999999999999996
03DEQR1O,1647936757,1.0
03DEQR1O,1647936758,1.0
03DEQR1O,1647936759,1.0
03DEQR1O,1647936760,0.6666666666666667
03DEQR1O,1647936761,-0.19999999999999996
03DEQR1O,1647936762,-1.0
03DEQR1O,1647936763,-1.0
03DEQR1O,1647936764,-1.0
03DEQR1O,1647936765,-1.0
03DEQR1O,1647936766,-1.0
03DEQR1O,1647936767,-0.6666666666666667
03DEQR1O,1647936768,-0.6000000000000001
03DEQR1O,1647936769,1.0
03DEQR1O,1647936770,1.0
03DEQR1O,1647936771,1.0
03DEQR1O,1647936772,1.0
03DEQR1O,1647936773,1.0
03DEQR1O,1647936774,1.0
03DEQR1O,1647936775,1.0
03DEQR1O,1647936776,1.0
03DEQR1O,1647936777,1.0
03DEQR1O,1647936778,1.0
03DEQR1O,1647936779,1.0
03DEQR1O,1647936780,1.0
03DEQR1O,1647936781,1.0
03DEQR1O,1647936782,1.0
03DEQR1O,1647936783,1.0
03DEQR1O,1647936784,1.0
03DEQR1O,1647936785,1.0
03DEQR1O,1647936786,1.0
03DEQR1O,1647936787,0.6000000000000001
03DEQR1O,1647936788,-0.3333333333333333
03DEQR1O,1647936789,1.0
03DEQR1O,1647936790,1.0
03DEQR1O,1647936791,0.19999999999999996
03DEQR1O,1647936792,0.3333333333333333
03DEQR1O,1647936793,-1.0
03DEQR1O,1647936794,-1.0
03DEQR1O,1647936795,-1.0
03DEQR1O,1647936796,-1.0
03DEQR1O,1647936797,-1.0
03DEQR1O,1647936798,-1.0
03DEQR1O,1647936799,-1.0
03DEQR1O,1647936800,-1.0
03DEQR1O,1647936801,-1.0
03DEQR1O,1647936802,0.6666666666666667
03DEQR1O,1647936803,1.0
03DEQR1O,1647936804,1.0
03DEQR1O,1647936805,1.0
03DEQR1O,1647936806,1.0
03DEQR1O,1647936807,1.0
03DEQR1O,1647936808,1.0
03DEQR1O,1647936809,1.0
03DEQR1O,1647936810,1.0
03DEQR1O,1647936811,0.6000000000000001
03DEQR1O,1647936812,1.0
03DEQR1O,1647936813,1.0
03DEQR1O,1647936814,0.19999999999999996
03DEQR1O,1647936815,1.0
03DEQR1O,1647936816,1.0
03DEQR1O,1647936817,1.0
03DEQR1O,1647936818,1.0
03DEQR1O,1647936819,1.0
03DEQR1O,1647936820,1.0
03DEQR1O,1647936821,-1.0
03DEQR1O,1647936822,1.0
03DEQR1O,1647936823,1.0
03DEQR1O,1647936824,1.0
03DEQR1O,1647936825,1.0
03DEQR1O,1647936826,1.0
03DEQR1O,1647936827,1.0
03DEQR1O,1647936828,1.0
03DEQR1O,1647936829,1.0
03DEQR1O,1647936830,1.0
03DEQR1O,1647936831,1.0
03DEQR1O,1647936832,1.0
03DEQR1O,1647936833,1.0
03DEQR1O,1647936834,1.0
03DEQR1O,1647936835,-0.6000000000000001
03DEQR1O,1647936836,-1.0
03DEQR1O,1647936837,-1.0
03DEQR1O,1647936838,-1.0
03DEQR1O,1647936839,-1.0
03DEQR1O,1647936840,-1.0
03DEQR1O,1647936841,-1.0
03DEQR1O,1647936842,-0.19999999999999996
03DEQR1O,1647936843,0.0
03DEQR1O,1647936844,-1.0
03DEQR1O,1647936845,-1.0
03DEQR1O,1647936846,-1.0
03DEQR1O,1647936847,-1.0
03DEQR1O,1647936848,-1.0
03DEQR1O,1647936849,-1.0
03DEQR1O,1647936850,-1.0
03DEQR1O,1647936851,-0.3333333333333333
03DEQR1O,1647936852,-1.0
03DEQR1O,1647936853,-1.0
03DEQR1O,1647936854,-1.0
03DEQR1O,1647936855,-0.6000000000000001
03DEQR1O,1647936856,-0.5
03DEQR1O,1647936857,-0.19999999999999996
03DEQR1O,1647936858,-1.0
03DEQR1O,1647936859,0.3333333333333333
03DEQR1O,1647936860,0.3333333333333333
03DEQR1O,1647936861,0.3333333333333333
03DEQR1O,1647936862,1.0
03DEQR1O,1647936863,1.0
03DEQR1O,1647936864,1.0
03DEQR1O,1647936865,1.0
03DEQR1O,1647936866,1.0
03DEQR1O,1647936867,1.0
03DEQR1O,1647936868,0.6666666666666667
03DEQR1O,1647936869,0.19999999999999996
03DEQR1O,1647936870,1.0
03DEQR1O,1647936871,1.0
03DEQR1O,1647936872,1.0
03DEQR1O,1647936873,1.0
03DEQR1O,1647936874,1.0
03DEQR1O,1647936875,0.6666666666666667
03DEQR1O,1647936876,-0.5
03DEQR1O,1647936877,1.0
03DEQR1O,1647936878,1.0
03DEQR1O,1647936879,-1.0
03DEQR1O,1647936880,-1.0
03DEQR1O,1647936881,-1.0
03DEQR1O,1647936882,0.5
03DEQR1O,1647936883,-1.0
1CZ1CL1P,1648134248,1.0
1CZ1CL1P,1648134249,1.0
1CZ1CL1P,1648134250,0.0
1CZ1CL1P,1648134251,1.0
1CZ1CL1P,1648134252,1.0
1CZ1CL1P,1648134253,1.0
1CZ1CL1P,1648134254,1.0
1CZ1CL1P,1648134255,1.0
1CZ1CL1P,1648134256,1.0
1CZ1CL1P,1648134257,1.0
1CZ1CL1P,1648134258,1.0
1CZ1CL1P,1648134259,1.0
1CZ1CL1P,1648134260,1.0
1CZ1CL1P,1648134261,1.0
1CZ1CL1P,1648134262,1.0
1CZ1CL1P,1648134263,1.0
1CZ1CL1P,1648134264,1.0
1CZ1CL1P,1648134265,1.0
1CZ1CL1P,1648134266,1.0
1CZ1CL1P,1648134267,-0.19999999999999996
1CZ1CL1P,1648134268,0.3333333333333333
1CZ1CL1P,1648134269,0.6666666666666667
1CZ1CL1P,1648134270,0.0
1CZ1CL1P,1648134271,-0.6000000000000001
1CZ1CL1P,1648134272,-1.0
1CZ1CL1P,1648134273,-1.0
1CZ1CL1P,1648134274,-1.0
1CZ1CL1P,1648134275,-1.0
1CZ1CL1P,1648134276,-1.0
1CZ1CL1P,1648134277,-1.0
1CZ1CL1P,1648134278,-1.0
1CZ1CL1P,1648134279,-1.0
1CZ1CL1P,1648134280,-1.0
1CZ1CL1P,1648134281,-1.0
1CZ1CL1P,1648134282,-1.0
1CZ1CL1P,1648134283,-1.0
1CZ1CL1P,1648134284,-1.0
1CZ1CL1P,1648134285,-1.0
1CZ1CL1P,1648134286,-1.0
1CZ1CL1P,1648134287,0.19999999999999996
1CZ1CL1P,1648134288,-1.0
1CZ1CL1P,1648134289,-1.0
1CZ1CL1P,1648134290,-1.0
1CZ1CL1P,1648134291,-1.0
1CZ1CL1P,1648134292,-1.0
1CZ1CL1P,1648134293,0.3333333333333333
1CZ1CL1P,1648134294,1.0
1CZ1CL1P,1648134295,1.0
1CZ1CL1P,1648134296,1.0
1CZ1CL1P,1648134297,0.0
1CZ1CL1P,1648134298,1.0
1CZ1CL1P,1648134299,1.0
1CZ1CL1P,1648134300,1.0
1CZ1CL1P,1648134301,1.0
1CZ1CL1P,1648134302,0.6000000000000001
1CZ1CL1P,1648134303,0.19999999999999996
1CZ1CL1P,1648134304,1.0
1CZ1CL1P,1648134305,0.6666666666666667
1CZ1CL1P,1648134306,1.0
1CZ1CL1P,1648134307,1.0
1CZ1CL1P,1648134308,-0.3333333333333333
1CZ1CL1P,1648134309,-1.0
1CZ1CL1P,1648134310,-1.0
1CZ1CL1P,1648134311,0.3333333333333333
1CZ1CL1P,1648134312,1.0
1CZ1CL1P,1648134313,1.0
1CZ1CL1P,1648134314,1.0
1CZ1CL1P,1648134315,1.0
1CZ1CL1P,1648134316,1.0
1CZ1CL1P,1648134317,1.0
1CZ1CL1P,1648134318,1.0
1CZ1CL1P,1648134319,1.0
1CZ1CL1P,1648134320,1.0
1CZ1CL1P,1648134321,1.0
1CZ1CL1P,1648134322,0.6000000000000001
1CZ1CL1P,1648134323,0.6000000000000001
1CZ1CL1P,1648134324,1.0
1CZ1CL1P,1648134325,1.0
1CZ1CL1P,1648134326,1.0
1CZ1CL1P,1648134327,1.0
1CZ1CL1P,1648134328,1.0
1CZ1CL1P,1648134329,1.0
1CZ1CL1P,1648134330,1.0
1CZ1CL1P,1648134331,1.0
1CZ1CL1P,1648134332,1.0
1CZ1CL1P,1648134333,1.0
1CZ1CL1P,1648134334,1.0
1CZ1CL1P,1648134335,1.0
1CZ1CL1P,1648134336,1.0
1CZ1CL1P,1648134337,1.0
1CZ1CL1P,1648134338,1.0
1CZ1CL1P,1648134339,1.0
1CZ1CL1P,1648134340,1.0
1CZ1CL1P,1648134341,1.0
1CZ1CL1P,1648134342,1.0
1CZ1CL1P,1648134343,1.0
1CZ1CL1P,1648134344,1.0
1CZ1CL1P,1648134345,1.0
1CZ1CL1P,1648134346,1.0
1CZ1CL1P,1648134347,1.0
1CZ1CL1P,1648134348,1.0
1CZ1CL1P,1648134349,1.0
1CZ1CL1P,1648134350,1.0
1CZ1CL1P,1648134351,1.0
1CZ1CL1P,1648134352,1.0
1CZ1CL1P,1648134353,1.0
1CZ1CL1P,1648134354,1.0
1CZ1CL1P,1648134355,1.0
1CZ1CL1P,1648134356,1.0
1CZ1CL1P,1648134357,1.0
1CZ1CL1P,1648134358,1.0
1CZ1CL1P,1648134359,1.0
1CZ1CL1P,1648134360,1.0
1CZ1CL1P,1648134361,1.0
1CZ1CL1P,1648134362,1.0
1CZ1CL1P,1648134363,1.0
1CZ1CL1P,1648134364,1.0
1CZ1CL1P,1648134365,1.0
1CZ1CL1P,1648134366,1.0
1CZ1CL1P,1648134367,1.0
1CZ1CL1P,1648134368,1.0
1CZ1CL1P,1648134369,1.0
1CZ1CL1P,1648134370,1.0
1CZ1CL1P,1648134371,1.0
1CZ1CL1P,1648134372,1.0
1CZ1CL1P,1648134373,1.0
1CZ1CL1P,1648134374,1.0
1CZ1CL1P,1648134375,1.0
1CZ1CL1P,1648134376,1.0
1CZ1CL1P,1648134377,1.0
1CZ1CL1P,1648134378,1.0
1CZ1CL1P,1648134379,1.0
1CZ1CL1P,1648134380,1.0
1CZ1CL1P,1648134381,1.0
1CZ1CL1P,1648134382,1.0
1CZ1CL1P,1648134383,1.0
1CZ1CL1P,1648134384,1.0
1CZ1CL1P,1648134385,1.0
1CZ1CL1P,1648134386,1.0
1CZ1CL1P,1648134387,1.0
1CZ1CL1P,1648134388,1.0
1CZ1CL1P,1648134389,1.0
1CZ1CL1P,1648134390,1.0
1CZ1CL1P,1648134391,1.0
1CZ1CL1P,1648134392,1.0
1CZ1CL1P,1648134393,1.0
1CZ1CL1P,1648134394,-1.0
1CZ1CL1P,1648134395,-0.19999999999999996
1CZ1CL1P,1648134396,1.0
1CZ1CL1P,1648134397,0.5
1CZ1CL1P,1648134398,-1.0
1CZ1CL1P,1648134399,-1.0
1CZ1CL1P,1648134400,-1.0
1CZ1CL1P,1648134401,-1.0
1CZ1CL1P,1648134402,0.19999999999999996
1CZ1CL1P,1648134403,1.0
1CZ1CL1P,1648134404,0.3333333333333333
1CZ1CL1P,1648134405,-1.0
1CZ1CL1P,1648134406,0.3333333333333333
1CZ1CL1P,1648134407,-1.0
1CZ1CL1P,1648134408,-0.6666666666666667
1CZ1CL1P,1648134409,-0.6000000000000001
1CZ1CL1P,1648134410,0.3333333333333333
1CZ1CL1P,1648134411,-0.19999999999999996
1CZ1CL1P,1648134412,0.6666666666666667
1CZ1CL1P,1648134413,0.6000000000000001
1CZ1CL1P,1648134414,0.3333333333333333
1CZ1CL1P,1648134415,-1.0
1CZ1CL1P,1648134416,0.6666666666666667
1CZ1CL1P,1648134417,1.0
1CZ1CL1P,1648134418,0.19999999999999996
1CZ1CL1P,1648134419,0.0
1CZ1CL1P,1648134420,-0.6000000000000001
1CZ1CL1P,1648134421,0.6000000000000001
1CZ1CL1P,1648134422,0.3333333333333333
1CZ1CL1P,1648134423,-1.0
1CZ1CL1P,1648134424,1.0
1CZ1CL1P,1648134425,1.0
1CZ1CL1P,1648134426,1.0
1CZ1CL1P,1648134427,1.0
1CZ1CL1P,1648134428,0.6666666666666667
1CZ1CL1P,1648134429,1.0
1CZ1CL1P,1648134430,0.6666666666666667
1CZ1CL1P,1648134431,1.0
1CZ1CL1P,1648134432,0.6666666666666667
1CZ1CL1P,1648134433,0.6666666666666667
1CZ1CL1P,1648134434,0.6666666666666667
1CZ1CL1P,1648134435,0.6000000000000001
1CZ1CL1P,1648134436,1.0
1CZ1CL1P,1648134437,0.6000000000000001
1CZ1CL1P,1648134438,-1.0
1CZ1CL1P,1648134439,-1.0
1CZ1CL1P,1648134440,-1.0
1CZ1CL1P,1648134441,-1.0
1CZ1CL1P,1648134442,-1.0
1CZ1CL1P,1648134443,-1.0
1CZ1CL1P,1648134444,-1.0
1CZ1CL1P,1648134445,1.0
1CZ1CL1P,1648134446,1.0
1CZ1CL1P,1648134447,1.0
1CZ1CL1P,1648134448,1.0
1CZ1CL1P,1648134449,1.0
1CZ1CL1P,1648134450,1.0
1CZ1CL1P,1648134451,1.0
1CZ1CL1P,1648134452,0.6666666666666667
1CZ1CL1P,1648134453,-1.0
1CZ1CL1P,1648134454,0.19999999999999996
1CZ1CL1P,1648134455,-1.0
1CZ1CL1P,1648134456,-0.3333333333333333
1CZ1CL1P,1648134457,1.0
1CZ1CL1P,1648134458,1.0
1CZ1CL1P,1648134459,1.0
1CZ1CL1P,1648134460,1.0
1CZ1CL1P,1648134461,0.6666666666666667
1CZ1CL1P,1648134462,1.0
1CZ1CL1P,1648134463,1.0
1CZ1CL1P,1648134464,1.0
1CZ1CL1P,1648134465,1.0
1CZ1CL1P,1648134466,-0.19999999999999996
1CZ1CL1P,1648134467,0.6000000000000001
1CZ1CL1P,1648134468,1.0
1CZ1CL1P,1648134469,1.0
1CZ1CL1P,1648134470,1.0
1CZ1CL1P,1648134471,1.0
1CZ1CL1P,1648134472,1.0
1CZ1CL1P,1648134473,1.0
1CZ1CL1P,1648134474,1.0
1CZ1CL1P,1648134475,1.0
1CZ1CL1P,1648134476,1.0
1CZ1CL1P,1648134477,0.6666666666666667
1CZ1CL1P,1648134478,0.19999999999999996
1CZ1CL1P,1648134479,0.0
1CZ1CL1P,1648134480,1.0
1CZ1CL1P,1648134481,0.6000000000000001
1CZ1CL1P,1648134482,1.0
1CZ1CL1P,1648134483,1.0
1CZ1CL1P,1648134484,0.6666666666666667
1CZ1CL1P,1648134485,1.0
1CZ1CL1P,1648134486,-0.7142857142857142
1CZ1CL1P,1648134487,-1.0
1CZ1CL1P,1648134488,-1.0
1CZ1CL1P,1648134489,-0.6666666666666667
1CZ1CL1P,1648134490,-1.0
1CZ1CL1P,1648134491,-0.3333333333333333
1CZ1CL1P,1648134492,1.0
1CZ1CL1P,1648134493,-0.3333333333333333
1CZ1CL1P,1648134494,-0.3333333333333333
1CZ1CL1P,1648134495,-0.6000000000000001
1CZ1CL1P,1648134496,1.0
1CZ1CL1P,1648134497,1.0
1CZ1CL1P,1648134498,1.0
1CZ1CL1P,1648134499,1.0
1CZ1CL1P,1648134500,1.0
1CZ1CL1P,1648134501,1.0
1CZ1CL1P,1648134502,1.0
1CZ1CL1P,1648134503,1.0
1CZ1CL1P,1648134504,1.0
1CZ1CL1P,1648134505,1.0
1CZ1CL1P,1648134506,1.0
1CZ1CL1P,1648134507,1.0
1CZ1CL1P,1648134508,1.0
1CZ1CL1P,1648134509,1.0
1CZ1CL1P,1648134510,1.0
1CZ1CL1P,1648134511,1.0
1CZ1CL1P,1648134512,1.0
1CZ1CL1P,1648134513,1.0
1CZ1CL1P,1648134514,1.0
1CZ1CL1P,1648134515,1.0
1CZ1CL1P,1648134516,1.0
1CZ1CL1P,1648134517,1.0
1CZ1CL1P,1648134518,-1.0
1CZ1CL1P,1648134519,-1.0
1CZ1CL1P,1648134520,-1.0
1CZ1CL1P,1648134521,0.6000000000000001
1CZ1CL1P,1648134522,0.0
1CZ1CL1P,1648134523,0.3333333333333333
1CZ1CL1P,1648134524,-0.3333333333333333
1CZ1CL1P,1648134525,-1.0
1CZ1CL1P,1648134526,0.6666666666666667
1CZ1CL1P,1648134527,1.0
1CZ1CL1P,1648134528,1.0
1CZ1CL1P,1648134529,1.0
1CZ1CL1P,1648134530,1.0
1CZ1CL1P,1648134531,1.0
1CZ1CL1P,1648134532,1.0
1CZ1CL1P,1648134533,1.0
1CZ1CL1P,1648134534,1.0
